index,country,iso_a3,type,country_popup,inc_popup,prev_popup,UCCD_popup,hosp_popup,surg_popup,epi_stage_popup,WESP_18_class_popup,inc_IBD,inc_CD,inc_UC,inc_IBD_popup,inc_CD_popup,inc_UC_popup,prev_IBD,prev_CD,prev_UC,epi_stage,pop_based,prev_most_recent,prev_AAPC,inc_most_recent,inc_AAPC,WESP_18_class,UN_geoscheme,Notes,DeveloperNotes
41,Macau,MAC,country,"<p style=""font-size: 150%""><b>Macau</b></p>","<p style=""font-size: 125%""></p>","<p style=""font-size: 125%"">Prevalence:<br>Country info goes here.</p>","<p style=""font-size: 125%"">UC:CD Ratio:<br>Country info goes here.</p>","<p style=""font-size: 125%"">Hospitalization:<br>Country info goes here.</p>","<p style=""font-size: 125%"">Surgery:<br>Country info goes here.</p>","<p style=""font-size: 125%"">Epidemiological stage: emergence</p>",??,17.31270241,5.023478915,7.947484676,"<p style=""font-size: 125%"">Overall incidence: 17.31<br></p>","<p style=""font-size: 125%"">Incidence of Crohn's Disease: 5.02<br></p>","<p style=""font-size: 125%"">Incidence of Ulcerative Colitis: 7.95<br></p>",6.18290488,14.83301585,0.017834703,E,pop,,,,,??,,,
42,Malaysia,MYS,country,"<p style=""font-size: 150%""><b>Malaysia</b></p>","<p style=""font-size: 125%""><b>National:</b> In 2010, the incidence of Crohn’s disease and ulcerative colitis was estimated at 0.18/100,000 and 0.71/100,000, respectively (<a href='https://www.sciencedirect.com/science/article/pii/S0016508513005003?via%3Dihub' target='_blank'>Ng 2013</a>). Over the 2011–2013, the incidence of Crohn’s disease and ulcerative colitis was estimated at 0.14/100,000 and 0.68/100,000, respectively (<a href='https://www.sciencedirect.com/science/article/pii/S0016508516301950?via%3Dihub' target='_blank'>Ng 2016</a>).<br><br>

<b>Kinta Valley:</b> In 2011, the incidence of Crohn’s disease and ulcerative colitis was estimated at 0.24/100,000 and 0.59/100,000, respectively (<a href='https://www.sciencedirect.com/science/article/pii/S0016508513005003?via%3Dihub' target='_blank'>Ng 2013</a>). Over the 2011–2013 period, the incidence of Crohn’s disease and ulcerative colitis was estimated at 0.14/100,000 and 0.68/100,000, respectively (<a href='https://www.sciencedirect.com/science/article/pii/S0016508516301950?via%3Dihub' target='_blank'>Ng 2016</a>).</p>","<p style=""font-size: 125%"">Prevalence:<br>Country info goes here.</p>","<p style=""font-size: 125%"">UC:CD Ratio:<br>Country info goes here.</p>","<p style=""font-size: 125%"">Hospitalization:<br>Country info goes here.</p>","<p style=""font-size: 125%"">Surgery:<br>Country info goes here.</p>","<p style=""font-size: 125%"">Epidemiological stage: acceleration in incidence</p>","<p style=""font-size: 125%"">Country status: developing</p>",10.63651471,4.337334815,15.84529076,"<p style=""font-size: 125%"">Overall incidence: 10.64<br></p>","<p style=""font-size: 125%"">Incidence of Crohn's Disease: 4.34<br></p>","<p style=""font-size: 125%"">Incidence of Ulcerative Colitis: 15.85<br></p>",13.72245692,7.237083304,2.113855516,AI,pop,,,,,developing,,,
43,Malta,MLT,country,"<p style=""font-size: 150%""><b>Malta</b></p>","<p style=""font-size: 125%""><b>National:</b> Over the 1993–2005 period, the incidence of Crohn’s disease and ulcerative colitis was estimated at 1.29/100,000 and 7.88/100,000, respectively (<a href='https://academic.oup.com/ibdjournal/article/14/4/550/4653672?login=true' target='_blank'>Cachia 2008</a>).</p>","<p style=""font-size: 125%"">Prevalence:<br>Country info goes here.</p>","<p style=""font-size: 125%"">UC:CD Ratio:<br>Country info goes here.</p>","<p style=""font-size: 125%"">Hospitalization:<br>Country info goes here.</p>","<p style=""font-size: 125%"">Surgery:<br>Country info goes here.</p>","<p style=""font-size: 125%"">Epidemiological stage: compounding prevalence</p>","<p style=""font-size: 125%"">Country status: developed</p>",24.72056715,15.08196388,6.891141292,"<p style=""font-size: 125%"">Overall incidence: 24.72<br></p>","<p style=""font-size: 125%"">Incidence of Crohn's Disease: 15.08<br></p>","<p style=""font-size: 125%"">Incidence of Ulcerative Colitis: 6.89<br></p>",23.23456737,23.48921749,21.74366837,CP,pop,,,,,developed,,,
44,Mexico,MEX,country,"<p style=""font-size: 150%""><b>Mexico</b></p>","<p style=""font-size: 125%""></p>","<p style=""font-size: 125%"">Prevalence:<br>Country info goes here.</p>","<p style=""font-size: 125%"">UC:CD Ratio:<br>Country info goes here.</p>","<p style=""font-size: 125%"">Hospitalization:<br>Country info goes here.</p>","<p style=""font-size: 125%"">Surgery:<br>Country info goes here.</p>","<p style=""font-size: 125%"">Epidemiological stage: prevalence equilibrium</p>","<p style=""font-size: 125%"">Country status: developing</p>",9.788895471,17.48467543,3.48042922,"<p style=""font-size: 125%"">Overall incidence: 9.79<br></p>","<p style=""font-size: 125%"">Incidence of Crohn's Disease: 17.48<br></p>","<p style=""font-size: 125%"">Incidence of Ulcerative Colitis: 3.48<br></p>",2.950563222,27.03965077,12.34116621,AI,notpop,,,,,developing,,,
45,Moldova,MDA,country,"<p style=""font-size: 150%""><b>Moldova</b></p>","<p style=""font-size: 125%""><b>Chisinau:</b> In 2010, the incidence of Crohn’s disease and ulcerative colitis was 0.4/100,000 and 3.5/100,000, respectively. In 2011, the incidence of Crohn’s disease and ulcerative colitis was 0.8/100,000 and 3.9/100,000, respectively (<a href='https://academic.oup.com/ecco-jcc/article/8/11/1506/357882?login=true' target='_blank'>Vegh 2014</a>).</p>","<p style=""font-size: 125%"">Prevalence:<br>Country info goes here.</p>","<p style=""font-size: 125%"">UC:CD Ratio:<br>Country info goes here.</p>","<p style=""font-size: 125%"">Hospitalization:<br>Country info goes here.</p>","<p style=""font-size: 125%"">Surgery:<br>Country info goes here.</p>","<p style=""font-size: 125%"">Epidemiological stage: emergence</p>","<p style=""font-size: 125%"">Country status: in transition</p>",18.06504477,18.72571593,2.005920858,"<p style=""font-size: 125%"">Overall incidence: 18.07<br></p>","<p style=""font-size: 125%"">Incidence of Crohn's Disease: 18.73<br></p>","<p style=""font-size: 125%"">Incidence of Ulcerative Colitis: 2.01<br></p>",29.18658818,17.49581324,17.23291274,E,pop,,,,,in transition,,,
46,Nepal,NPL,country,"<p style=""font-size: 150%""><b>Nepal</b></p>","<p style=""font-size: 125%""></p>","<p style=""font-size: 125%"">Prevalence:<br>Country info goes here.</p>","<p style=""font-size: 125%"">UC:CD Ratio:<br>Country info goes here.</p>","<p style=""font-size: 125%"">Hospitalization:<br>Country info goes here.</p>","<p style=""font-size: 125%"">Surgery:<br>Country info goes here.</p>","<p style=""font-size: 125%"">Epidemiological stage: acceleration in incidence</p>","<p style=""font-size: 125%"">Country status: developing</p>",12.17159275,4.37544079,9.522748713,"<p style=""font-size: 125%"">Overall incidence: 12.17<br></p>","<p style=""font-size: 125%"">Incidence of Crohn's Disease: 4.38<br></p>","<p style=""font-size: 125%"">Incidence of Ulcerative Colitis: 9.52<br></p>",29.58014302,17.12559804,0.567684798,AI,pop,,,,,developing,,,
47,Netherlands,NLD,country,"<p style=""font-size: 150%""><b>Netherlands</b></p>","<p style=""font-size: 125%""><b>Central:</b> In 2004, the incidence of Crohn’s disease and ulcerative colitis was 12.75/100,000 and 20.6/100,000, respectively. In 2009, the incidence of Crohn’s ulcerative colitis was 20.71/100,000 and 16.4/100,000, respectively (<a href='https://journals.lww.com/eurojgh/Abstract/2016/09000/Burden_of_disease_and_increasing_prevalence_of.14.aspx' target='_blank'>De Groof 2016</a>).<br><br>

<b>Leiden:</b> Over the period 1979–1983, the incidence of Crohn’s disease and ulcerative colitis was estimated at 3.9/100,000 and 6.8/100,000, respectively (<a href='https://www.gastrojournal.org/article/0016-5085(87)90558-0/pdf?referrer=https%3A%2F%2Fucalgary.maps.arcgis.com%2Fapps%2Fdashboards%2F3039bf6257ac4397b243dcd4915e44b5' target='_blank'>Shivananda 1987a</a>, <a href='https://www.tandfonline.com/doi/abs/10.3109/00365528708991948' target='_blank'>Shivananda 1987b</a>).<br><br>

<b>Maastricht:</b> Over the period 1991–1993, the incidence of Crohn’s disease and ulcerative colitis was estimated at 7.7/100,000 and 13.1/100,000, respectively (<a href='https://gut.bmj.com/content/39/5/690' target='_blank'>Shivananda 1996</a>).<br><br>

<b>South Limburg:</b> In 1991, the incidence of Crohn’s disease and ulcerative colitis was 6.2/100,000 and 10/100,000, respectively. In 2010, the incidence of Crohn’s disease was 17.49/100,000 and was as high as 19.96/100,000 in 2008. In 2010, the incidence of ulcerative colitis was 21.5/100,000 and was as high as 23.5/100,000 in 2009 (<a href='https://academic.oup.com/ecco-jcc/article/11/10/1169/3744989' target='_blank'>Van den Heuvel 2017</a>).<br><br>

References: <a href='https://www.gastrojournal.org/article/0016-5085(87)90558-0/pdf?referrer=https%3A%2F%2Fucalgary.maps.arcgis.com%2Fapps%2Fdashboards%2F3039bf6257ac4397b243dcd4915e44b5' target='_blank'>Shivananda 1987a</a>, <a href='https://www.tandfonline.com/doi/abs/10.3109/00365528708991948' target='_blank'>Shivananda 1987b</a>, <a href='https://gut.bmj.com/content/39/5/690' target='_blank'>Shivananda 1996</a>, <a href='https://journals.lww.com/dcrjournal/Abstract/1998/41010/High_incidence_of_inflammatory_bowel_disease_in.6.aspx' target='_blank'>Russel 1998</a>, <a href='https://journals.lww.com/eurojgh/Abstract/2016/09000/Burden_of_disease_and_increasing_prevalence_of.14.aspx' target='_blank'>De Groof 2016</a>, <a href='https://academic.oup.com/ecco-jcc/article/11/10/1169/3744989' target='_blank'>Van den Heuvel 2017</a></p>","<p style=""font-size: 125%"">Prevalence:<br>Country info goes here.</p>","<p style=""font-size: 125%"">UC:CD Ratio:<br>Country info goes here.</p>","<p style=""font-size: 125%"">Hospitalization:<br>Country info goes here.</p>","<p style=""font-size: 125%"">Surgery:<br>Country info goes here.</p>","<p style=""font-size: 125%"">Epidemiological stage: compounding prevalence</p>","<p style=""font-size: 125%"">Country status: developed</p>",9.580714639,2.915608517,4.611999808,"<p style=""font-size: 125%"">Overall incidence: 9.58<br></p>","<p style=""font-size: 125%"">Incidence of Crohn's Disease: 2.92<br></p>","<p style=""font-size: 125%"">Incidence of Ulcerative Colitis: 4.61<br></p>",0.756411089,12.62511269,3.348070862,CP,pop,,,,,developed,,,
48,New Zealand,NZL,country,"<p style=""font-size: 150%""><b>New Zealand</b></p>","<p style=""font-size: 125%""><b>Canterbury:</b> In 2004, the incidence of Crohn’s disease and ulcerative colitis was estimated at 16.5/100,000 and 7.6/100,000, respectively (<a href='https://academic.oup.com/ibdjournal/article/12/10/936/4682843?login=true' target='_blank'>Gearry 2006</a>). In 2014, the incidence of Crohn’s disease and ulcerative colitis was 26.4/100,000 and 12.6/100,000, respectively (<a href='https://academic.oup.com/ibdjournal/article/22/9/2238/4562037?login=true' target='_blank'>Su 2016</a>).<br><br>

<b>Otago:</b> In 1996, the incidence of Crohn’s disease and ulcerative colitis was 7.98/100,000 and 4.75/100,000, respectively. In 2013, the incidence of Crohn’s disease was 6.9/100,000 and was as high as 21.71/100,000 in 2012. In 2013, the incidence of ulcerative colitis was 4.19/100,000 and was as high as 8.37/100,000 in 2011 (<a href='https://www.karger.com/Article/FullText/492615' target='_blank'>Coppell 2018</a>).<br><br>

References: <a href='https://academic.oup.com/ibdjournal/article/12/10/936/4682843?login=true' target='_blank'>Gearry 2006</a>, <a href='https://academic.oup.com/ibdjournal/article/22/9/2238/4562037?login=true' target='_blank'>Su 2016</a>, <a href='https://www.karger.com/Article/FullText/492615' target='_blank'>Coppell 2018</a></p>","<p style=""font-size: 125%"">Prevalence:<br>Country info goes here.</p>","<p style=""font-size: 125%"">UC:CD Ratio:<br>Country info goes here.</p>","<p style=""font-size: 125%"">Hospitalization:<br>Country info goes here.</p>","<p style=""font-size: 125%"">Surgery:<br>Country info goes here.</p>","<p style=""font-size: 125%"">Epidemiological stage: prevalence equilibrium</p>","<p style=""font-size: 125%"">Country status: developed</p>",29.65462051,8.495277496,6.719902496,"<p style=""font-size: 125%"">Overall incidence: 29.65<br></p>","<p style=""font-size: 125%"">Incidence of Crohn's Disease: 8.5<br></p>","<p style=""font-size: 125%"">Incidence of Ulcerative Colitis: 6.72<br></p>",25.02564617,27.43474718,24.02972167,CP,pop,,,,,developed,,,
49,Northern Ireland,,region,"<p style=""font-size: 150%""><b>Northern Ireland</b></p>","<p style=""font-size: 125%""><b>Northern Ireland:</b> Over the 1966–1981 period, the incidence of Crohn’s disease was estimated at 1.825/100,000 (<a href='https://www.bmj.com/content/296/6634/1444.2' target='_blank'>Brown 1988</a>, <a href='https://pubmed.ncbi.nlm.nih.gov/2349746/' target='_blank'>Humphreys 1990</a>).</p>","<p style=""font-size: 125%"">Prevalence:<br>Country info goes here.</p>","<p style=""font-size: 125%"">UC:CD Ratio:<br>Country info goes here.</p>","<p style=""font-size: 125%"">Hospitalization:<br>Country info goes here.</p>","<p style=""font-size: 125%"">Surgery:<br>Country info goes here.</p>","<p style=""font-size: 125%"">Epidemiological stage: emergence</p>","<p style=""font-size: 125%"">Country status: major developed</p>",24.74307743,6.183579143,6.955210569,"<p style=""font-size: 125%"">Overall incidence: 24.74<br></p>","<p style=""font-size: 125%"">Incidence of Crohn's Disease: 6.18<br></p>","<p style=""font-size: 125%"">Incidence of Ulcerative Colitis: 6.96<br></p>",16.55934082,16.01419176,25.34683112,E,pop,,,,,major developed,,,retrieve coords
50,Norway,NOR,country,"<p style=""font-size: 150%""><b>Norway</b></p>","<p style=""font-size: 125%""><b>Nordland:</b> Over the 1983–1986 period, the incidence of Crohn’s disease and ulcerative colitis was estimated at 3.9/100,000 and 13.5/100,000, respectively (<a href='https://www.tandfonline.com/doi/abs/10.3109/00365528909090797' target='_blank'>Kildebo 1989</a>, <a href='https://www.tandfonline.com/doi/abs/10.3109/00365529008997609' target='_blank'>Kildebo 1990</a>).<br><br>

<b>Western:</b> In 1984, the incidence of Crohn’s disease and ulcerative colitis was estimated at 5.3/100,000 and 14.8/100,000, respectively (<a href='https://www.tandfonline.com/doi/abs/10.3109/00365528909090798' target='_blank'>Haug 1989</a>).<br><br>

<b>Southeast:</b> In 1990, the incidence of Crohn’s disease and ulcerative colitis was 5.1/100,000 and 10.6/100,000, respectively (<a href='https://www.karger.com/Article/Abstract/201262' target='_blank'>Moum 1995</a>). Over the 1990–1993 period, the incidence of Crohn’s disease and ulcerative colitis was estimated at 5.8/100,000 and 13.6/100,000, respectively (<a href='https://www.tandfonline.com/doi/abs/10.3109/00365529609006410' target='_blank'>Moum 1996a</a>, <a href='https://www.tandfonline.com/doi/abs/10.3109/00365529609006411' target='_blank'>Moum 1996b</a>).<br><br>

<b>Finmark:</b> Over the 1983–1986 period, the incidence of Crohn’s disease and ulcerative colitis was estimated at 6.7/100,000 and 11.6/100,000, respectively (<a href='https://www.tandfonline.com/doi/abs/10.3109/00365528909090797' target='_blank'>Kildebo 1989</a>, <a href='https://www.tandfonline.com/doi/abs/10.3109/00365529008997609' target='_blank'>Kildebo 1990</a>).<br><br>

<b>Oslo:</b> Over the 1991–1993 period, the incidence of Crohn’s disease and ulcerative colitis was estimated at 6.9/100,000 and 15.6/100,000, respectively (<a href='https://gut.bmj.com/content/39/5/690' target='_blank'>Shivananda 1996</a>).<br><br>

<b>Troms:</b> Over the 1983–1985 period, the incidence of Crohn’s disease and ulcerative colitis was estimated at 5.4/100,000 and 12.1/100,000, respectively (<a href='https://www.tandfonline.com/doi/abs/10.3109/00365528909090797' target='_blank'>Kildebo 1989</a>, <a href='https://www.tandfonline.com/doi/abs/10.3109/00365529008997609' target='_blank'>Kildebo 1990</a>).</p>","<p style=""font-size: 125%"">Prevalence:<br>Country info goes here.</p>","<p style=""font-size: 125%"">UC:CD Ratio:<br>Country info goes here.</p>","<p style=""font-size: 125%"">Hospitalization:<br>Country info goes here.</p>","<p style=""font-size: 125%"">Surgery:<br>Country info goes here.</p>","<p style=""font-size: 125%"">Epidemiological stage: acceleration in incidence</p>","<p style=""font-size: 125%"">Country status: developed</p>",16.27209597,15.69931321,7.683658019,"<p style=""font-size: 125%"">Overall incidence: 16.27<br></p>","<p style=""font-size: 125%"">Incidence of Crohn's Disease: 15.7<br></p>","<p style=""font-size: 125%"">Incidence of Ulcerative Colitis: 7.68<br></p>",28.00662533,26.20448967,3.241138049,AI,pop,,,,,developed,,,
51,Oman,OMN,country,"<p style=""font-size: 150%""><b>Oman</b></p>","<p style=""font-size: 125%""></p>","<p style=""font-size: 125%"">Prevalence:<br>Country info goes here.</p>","<p style=""font-size: 125%"">UC:CD Ratio:<br>Country info goes here.</p>","<p style=""font-size: 125%"">Hospitalization:<br>Country info goes here.</p>","<p style=""font-size: 125%"">Surgery:<br>Country info goes here.</p>","<p style=""font-size: 125%"">Epidemiological stage: compounding prevalence</p>","<p style=""font-size: 125%"">Country status: developing</p>",23.0154619,4.063643265,13.49883235,"<p style=""font-size: 125%"">Overall incidence: 23.02<br></p>","<p style=""font-size: 125%"">Incidence of Crohn's Disease: 4.06<br></p>","<p style=""font-size: 125%"">Incidence of Ulcerative Colitis: 13.5<br></p>",27.30714304,6.990146276,7.283053053,CP,pop,,,,,developing,,,
52,Panama,PAN,country,"<p style=""font-size: 150%""><b>Panama</b></p>","<p style=""font-size: 125%""><b>Colón:</b> In 1987, the incidence of ulcerative colitis was 1.2/100,000. In 1993, the incidence of ulcerative colitis was 2.4/100,000. Over the 1987–1993 period, no cases of Crohn’s disease were reported (<a href='https://pubmed.ncbi.nlm.nih.gov/10348927/' target='_blank'>Linares de la Cal 1999</a>).<br><br>

References: <a href='https://pubmed.ncbi.nlm.nih.gov/10348927/' target='_blank'>Linares de la Cal 1999</a></p>","<p style=""font-size: 125%"">Prevalence:<br>Country info goes here.</p>","<p style=""font-size: 125%"">UC:CD Ratio:<br>Country info goes here.</p>","<p style=""font-size: 125%"">Hospitalization:<br>Country info goes here.</p>","<p style=""font-size: 125%"">Surgery:<br>Country info goes here.</p>","<p style=""font-size: 125%"">Epidemiological stage: prevalence equilibrium</p>","<p style=""font-size: 125%"">Country status: developing</p>",1.104008743,5.442091396,0.654885882,"<p style=""font-size: 125%"">Overall incidence: 1.1<br></p>","<p style=""font-size: 125%"">Incidence of Crohn's Disease: 5.44<br></p>","<p style=""font-size: 125%"">Incidence of Ulcerative Colitis: 0.65<br></p>",10.63234451,22.29704811,11.15615739,E,pop,,,,,developing,,,
53,Philippines,PHL,country,"<p style=""font-size: 150%""><b>Philippines</b></p>","<p style=""font-size: 125%""><b>Manila:</> Over the 2011–2013 period, the incidence of Crohn’s disease and ulcerative colitis was 0.16/100,000 and 0.15/100,000, respectively (<a href='https://www.sciencedirect.com/science/article/pii/S0016508516301950?via%3Dihub' target='_blank'>Ng 2016</a>).</p>","<p style=""font-size: 125%"">Prevalence:<br>Country info goes here.</p>","<p style=""font-size: 125%"">UC:CD Ratio:<br>Country info goes here.</p>","<p style=""font-size: 125%"">Hospitalization:<br>Country info goes here.</p>","<p style=""font-size: 125%"">Surgery:<br>Country info goes here.</p>","<p style=""font-size: 125%"">Epidemiological stage: emergence</p>","<p style=""font-size: 125%"">Country status: developing</p>",10.45922728,17.71580911,3.711903417,"<p style=""font-size: 125%"">Overall incidence: 10.46<br></p>","<p style=""font-size: 125%"">Incidence of Crohn's Disease: 17.72<br></p>","<p style=""font-size: 125%"">Incidence of Ulcerative Colitis: 3.71<br></p>",21.47911401,4.377687365,1.014045453,E,pop,,,,,developing,,,
54,Poland,POL,country,"<p style=""font-size: 150%""><b>Poland</b></p>","<p style=""font-size: 125%""><b>Warsaw:</b> Over the 1951–1960 period, the incidence of Crohn’s disease was estimated at 0.66/100,000 (<a href='https://pubmed.ncbi.nlm.nih.gov/14152252/' target='_blank'>Chojecki 1964</a>).</p>","<p style=""font-size: 125%"">Prevalence:<br>Country info goes here.</p>","<p style=""font-size: 125%"">UC:CD Ratio:<br>Country info goes here.</p>","<p style=""font-size: 125%"">Hospitalization:<br>Country info goes here.</p>","<p style=""font-size: 125%"">Surgery:<br>Country info goes here.</p>","<p style=""font-size: 125%"">Epidemiological stage: acceleration in incidence</p>","<p style=""font-size: 125%"">Country status: developed</p>",4.274757403,0.777217668,0.938270002,"<p style=""font-size: 125%"">Overall incidence: 4.27<br></p>","<p style=""font-size: 125%"">Incidence of Crohn's Disease: 0.78<br></p>","<p style=""font-size: 125%"">Incidence of Ulcerative Colitis: 0.94<br></p>",27.45874402,29.86550545,27.64048544,AI,pop,,,,,developed,,,
55,Portugal,PRT,country,"<p style=""font-size: 150%""><b>Portugal</b></p>","<p style=""font-size: 125%""><b>Almada:</b> Over the 1991–1993 period, the incidence of Crohn’s disease and ulcerative colitis was 2.3/100,000 and 1.7/100,000, respectively (<a href='https://gut.bmj.com/content/39/5/690' target='_blank'>Shivananda 1996</a>).<br><br>

<b>Braga:</b> Over the 1991–1993 period, the incidence of Crohn’s disease and ulcerative colitis was 3.7/100,000 and 5.5/100,000, respectively (<a href='https://gut.bmj.com/content/39/5/690' target='_blank'>Shivananda 1996</a>).<br><br>

<b>Vale de Sousa:</b> In 2010, the incidence of Crohn’s disease and ulcerative colitis was 7/100,000 and 3.8/100,000, respectively. In 2011, the incidence of Crohn’s disease and ulcerative colitis was 5.7/100,000 and 6.1/100,000, respectively (<a href='https://academic.oup.com/ecco-jcc/article/8/11/1506/357882?login=true' target='_blank'>Vegh 2014</a>).<br><br>

References: <a href='https://gut.bmj.com/content/39/5/690' target='_blank'>Shivananda 1996</a>, <a href='https://academic.oup.com/ecco-jcc/article/8/11/1506/357882?login=true' target='_blank'>Vegh 2014</a></p>","<p style=""font-size: 125%"">Prevalence:<br>Country info goes here.</p>","<p style=""font-size: 125%"">UC:CD Ratio:<br>Country info goes here.</p>","<p style=""font-size: 125%"">Hospitalization:<br>Country info goes here.</p>","<p style=""font-size: 125%"">Surgery:<br>Country info goes here.</p>","<p style=""font-size: 125%"">Epidemiological stage: compounding prevalence</p>","<p style=""font-size: 125%"">Country status: developed</p>",24.7700615,5.053619853,3.150114182,"<p style=""font-size: 125%"">Overall incidence: 24.77<br></p>","<p style=""font-size: 125%"">Incidence of Crohn's Disease: 5.05<br></p>","<p style=""font-size: 125%"">Incidence of Ulcerative Colitis: 3.15<br></p>",26.89954367,28.21506919,5.771566482,CP,notpop,,,,,developed,,,
56,Puerto Rico,PRI,country,"<p style=""font-size: 150%""><b>Puerto Rico</b></p>","<p style=""font-size: 125%""><b>Southwest:</b> In 1996, the incidence of Crohn’s disease an ulcerative colitis was 0.49/100,000 and 1.96/100,000, respectively. In 2000, the incidence of Crohn’s disease and ulcerative colitis was 1.96/100,000 and 3.32/100,000, respectively (<a href='https://academic.oup.com/ibdjournal/article/10/2/106/4706184?login=true' target='_blank'>Appleyard 2004</a>).<br><br>

References: <a href='https://academic.oup.com/ibdjournal/article/10/2/106/4706184?login=true' target='_blank'>Appleyard 2004</a></p>","<p style=""font-size: 125%"">Prevalence:<br>Country info goes here.</p>","<p style=""font-size: 125%"">UC:CD Ratio:<br>Country info goes here.</p>","<p style=""font-size: 125%"">Hospitalization:<br>Country info goes here.</p>","<p style=""font-size: 125%"">Surgery:<br>Country info goes here.</p>","<p style=""font-size: 125%"">Epidemiological stage: prevalence equilibrium</p>","<p style=""font-size: 125%"">Country status: developing</p>",13.30464248,14.84105574,14.66137587,"<p style=""font-size: 125%"">Overall incidence: 13.3<br></p>","<p style=""font-size: 125%"">Incidence of Crohn's Disease: 14.84<br></p>","<p style=""font-size: 125%"">Incidence of Ulcerative Colitis: 14.66<br></p>",15.72535057,20.89299881,22.67446703,AI,notpop,,,,,developing,,,
57,Qatar,QAT,country,"<p style=""font-size: 150%""><b>Qatar</b></p>","<p style=""font-size: 125%""></p>","<p style=""font-size: 125%"">Prevalence:<br>Country info goes here.</p>","<p style=""font-size: 125%"">UC:CD Ratio:<br>Country info goes here.</p>","<p style=""font-size: 125%"">Hospitalization:<br>Country info goes here.</p>","<p style=""font-size: 125%"">Surgery:<br>Country info goes here.</p>","<p style=""font-size: 125%"">Epidemiological stage: emergence</p>","<p style=""font-size: 125%"">Country status: developing</p>",27.23266299,7.234358941,15.18134897,"<p style=""font-size: 125%"">Overall incidence: 27.23<br></p>","<p style=""font-size: 125%"">Incidence of Crohn's Disease: 7.23<br></p>","<p style=""font-size: 125%"">Incidence of Ulcerative Colitis: 15.18<br></p>",11.53950435,27.44774341,23.37817506,E,notpop,,,,,developing,,,
